ID,UNIQUEID,POLYGONID,AREA,PERIMETER,ACRES,ISLAND,M_STRUCT,D_STRUCT,M_COVER,P_COVER,ZONE,COVER_TYPE,_Pleasecou,_Pleasesum,_Pleasemea,Site Name,Longitude,Latitude,intersection_area
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6675,13.4208,"37616"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Sasa Bay,144.6741,13.4496,"28230"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Sasa Bay,144.6741,13.4492,"28816"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Sasa Bay,144.6741,13.4496,"28230"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Sasa Bay,144.6742,13.4499,"28044"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6743,13.4315,"37615"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6744,13.4315,"37615"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Middle Shoals,144.6571,13.4496,"25133"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Middle Shoals,144.6575,13.4491,"25538"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Middle Shoals,144.6572,13.4492,"27589"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Middle Shoals,144.6571,13.4505,"26608"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Middle Shoals,144.6569,13.4496,"28784"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Middle Shoals,144.6572,13.449,"30307"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6739,13.4324,"37615"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6716,13.4307,"37615"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6739,13.4308,"37615"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6728,13.4322,"37615"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6735,13.4328,"37615"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6746,13.4313,"37516"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6743,13.4326,"37615"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Inner Harbor,144.6743,13.4319,"37615"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Orote Point,144.6247,13.45,"27308"
"1214","1214","1034",12482682.894,58022.292,3084.471,Guam,Unconsolidated Sediment,Sand,Uncolonized,90%-100%,Dredged,Uncolonized 90%-100%,,,,Orote Point,144.6245,13.4499,"23241"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Sasa Bay,144.6748,13.4465,"339"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.6271,13.4359,"3072"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.6264,13.4361,"2610"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.6264,13.4359,"557"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.6246,13.4371,"7944"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.6248,13.4368,"4000"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.625,13.4366,"2005"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.6272,13.4358,"1960"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.6264,13.4359,"557"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.628,13.4357,"5122"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Blue Hole,144.6275,13.4358,"3620"
"3100","3100","1057",543808930.437,229554.514,134375.187,Guam,Other Delineations,Land,Unclassified,,Land,Unclassified,,,,Inner Harbor,144.6746,13.4313,"99"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6267,13.4353,"36904"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6271,13.4359,"23894"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6264,13.4361,"22396"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6271,13.4347,"37614"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6264,13.4359,"27016"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6263,13.4357,"31610"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6246,13.4371,"5913"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6248,13.4368,"11405"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.625,13.4366,"15239"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6272,13.4358,"25627"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6264,13.4359,"27016"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.628,13.4357,"22955"
"9000","9000","1061",305351357.514,343673.659,75452.320,Guam,Unknown,Unknown,Unknown,Unknown,Unknown,Ocean,,,,Blue Hole,144.6275,13.4358,"24043"
