"site_name","date","sample_id","sample_no","sample_less","sample","concentration","date_extracted","field_collection_month","filtration_time","latitude","longitude","depth_ft","water_temp_f","flow","tide","collected_by"
"Blue Hole",2019-05-17,"BH NA EB","EB","BH_EBa","201905_BH_EBa",0,"10/6/19",May 2019,NA,NA,NA,NA,NA,"","",""
"Blue Hole",2019-05-17,"BH 10 EC","EC","BH_ECa","201905_BH_ECa",0,"10/6/19",May 2019,1,NA,NA,NA,NA,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 1","1","BH_1a","201905_BH_1a",1.29,"10/6/19",May 2019,4,13.4366167,144.6250166,66,84,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 2","2","BH_2a","201905_BH_2a",1.85,"10/6/19",May 2019,6,NA,NA,NA,NA,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 3","3","BH_3a","201905_BH_3a",1.69,"10/6/19",May 2019,8,NA,NA,NA,NA,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 4","4","BH_4a","201905_BH_4a",1.55,"10/6/19",May 2019,3,NA,NA,NA,NA,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 5","5","BH_5a","201905_BH_5a",1.43,"10/6/19",May 2019,4,13.4378167,144.62315,NA,NA,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 6","6","BH_6a","201905_BH_6a",1.48,"10/6/19",May 2019,4,NA,NA,NA,NA,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 7","7","BH_7a","201905_BH_7a",1.36,"10/6/19",May 2019,4,NA,NA,NA,NA,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 8","8","BH_8a","201905_BH_8a",1.99,"10/6/19",May 2019,5,NA,NA,NA,NA,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 9","9","BH_9a","201905_BH_9a",1.62,"10/6/19",May 2019,4,13.43965,144.62145,NA,NA,"Fast","Low","MM, MD, JP"
"Blue Hole",2019-05-17,"BH 10 10","10","BH_10a","201905_BH_10a",1.69,"10/6/19",May 2019,5,NA,NA,NA,NA,"Fast","Low","MM, MD, JP"
"Orote Point",2019-05-31,"OP NA EB","EB","OP_EBa","201905_OP_EBa",0,"14/6/19",May 2019,NA,NA,NA,NA,NA,"","",""
"Orote Point",2019-05-31,"OP 10 EC","EC","OP_ECa","201905_OP_ECa",0,"14/6/19",May 2019,1,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 1","1","OP_1a","201905_OP_1a",4.13,"14/6/19",May 2019,5,13.450433,144.6248833,156,85,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 2","2","OP_2a","201905_OP_2a",4.45,"14/6/19",May 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 3","3","OP_3a","201905_OP_3a",2.51,"14/6/19",May 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 4","4","OP_4a","201905_OP_4a",0,"14/6/19",May 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 5","5","OP_5a","201905_OP_5a",3.9,"14/6/19",May 2019,3,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 6","6","OP_6a","201905_OP_6a",2.67,"14/6/19",May 2019,3,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 7","7","OP_7a","201905_OP_7a",4.09,"14/6/19",May 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 8","8","OP_8a","201905_OP_8a",2.84,"14/6/19",May 2019,9,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 9","9","OP_9a","201905_OP_9a",3.18,"14/6/19",May 2019,3,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-05-31,"OP 10 10","10","OP_10a","201905_OP_10a",3.24,"14/6/19",May 2019,3,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB NA EB","EB","SB_EBa","201907_SB_EBa",0.15,"7/8/19",Jul 2019,NA,NA,NA,NA,NA,"","",""
"Sasa Bay",2019-07-25,"SB 10 EC","EC","SB_ECa","201907_SB_ECa",0.16,"7/8/19",Jul 2019,0,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 1","1","SB_1a","201907_SB_1a",7.59,"7/8/19",Jul 2019,3,13.4467833,144.675,32,85,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 2","2","SB_2a","201907_SB_2a",13.11,"7/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 3","3","SB_3a","201907_SB_3a",13.6,"7/8/19",Jul 2019,10,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 4","4","SB_4a","201907_SB_4a",14.95,"7/8/19",Jul 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 5","5","SB_5a","201907_SB_5a",17.54,"7/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 6","6","SB_6a","201907_SB_6a",4.4,"7/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 7","7","SB_7a","201907_SB_7a",11.37,"7/8/19",Jul 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 8","8","SB_8a","201907_SB_8a",13.4,"7/8/19",Jul 2019,7,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 9","9","SB_9a","201907_SB_9a",4.29,"7/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-07-25,"SB 10 10","10","SB_10a","201907_SB_10a",9.57,"7/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS NA EB","EB","MS_EBa","201907_MS_EBa",0.13,"7/8/19",Jul 2019,NA,NA,NA,NA,NA,"","",""
"Middle Shoals",2019-07-25,"MS 10 EC","EC","MS_ECa","201907_MS_ECa",0.16,"7/8/19",Jul 2019,0,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 1","1","MS_1a","201907_MS_1a",3.25,"7/8/19",Jul 2019,5,13.4491667,144.6571833,42,85,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 2","2","MS_2a","201907_MS_2a",5.28,"7/8/19",Jul 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 3","3","MS_3a","201907_MS_3a",3.56,"7/8/19",Jul 2019,13,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 4","4","MS_4a","201907_MS_4a",3.6,"7/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 5","5","MS_5a","201907_MS_5a",11.11,"7/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 6","6","MS_6a","201907_MS_6a",6.02,"7/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 7","7","MS_7a","201907_MS_7a",6.45,"7/8/19",Jul 2019,7,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 8","8","MS_8a","201907_MS_8a",6.17,"7/8/19",Jul 2019,6,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 9","9","MS_9a","201907_MS_9a",10.54,"7/8/19",Jul 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-07-25,"MS 10 10","10","MS_10a","201907_MS_10a",4.78,"7/8/19",Jul 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH NA EB","EB","BH_EBa","201907_BH_EBa",0.15,"12/8/19",Jul 2019,NA,NA,NA,NA,NA,"","",""
"Blue Hole",2019-07-25,"BH 10 EC","EC","BH_ECa","201907_BH_ECa",0.14,"12/8/19",Jul 2019,0,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 1","1","BH_1a","201907_BH_1a",4.7,"12/8/19",Jul 2019,5,13.4367667,144.624833,75,84,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 2","2","BH_2a","201907_BH_2a",2.07,"12/8/19",Jul 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 3","3","BH_3a","201907_BH_3a",1.04,"12/8/19",Jul 2019,9,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 4","4","BH_4a","201907_BH_4a",1.65,"12/8/19",Jul 2019,13,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 5","5","BH_5a","201907_BH_5a",3.03,"12/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 6","6","BH_6a","201907_BH_6a",1.73,"12/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 7","7","BH_7a","201907_BH_7a",1.34,"12/8/19",Jul 2019,4,13.4383167,144.6224833,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 8","8","BH_8a","201907_BH_8a",1.44,"12/8/19",Jul 2019,6,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 9","9","BH_9a","201907_BH_9a",1.66,"12/8/19",Jul 2019,7,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-07-25,"BH 10 10","10","BH_10a","201907_BH_10a",1.49,"12/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP NA EB","EB","OP_EBa","201907_OP_EBa",0.14,"12/8/19",Jul 2019,NA,NA,NA,NA,NA,"","",""
"Orote Point",2019-07-25,"OP 10 EC","EC","OP_ECa","201907_OP_ECa",0.12,"12/8/19",Jul 2019,0,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 1","1","OP_1a","201907_OP_1a",2.62,"12/8/19",Jul 2019,4,13.44995,144.6243833,90,84,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 2","2","OP_2a","201907_OP_2a",2.38,"12/8/19",Jul 2019,6,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 3","3","OP_3a","201907_OP_3a",1.36,"12/8/19",Jul 2019,8,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 4","4","OP_4a","201907_OP_4a",1.72,"12/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 5","5","OP_5a","201907_OP_5a",1.79,"12/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 6","6","OP_6a","201907_OP_6a",3.81,"12/8/19",Jul 2019,7,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 7","7","OP_7a","201907_OP_7a",0.15,"12/8/19",Jul 2019,8,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 8","8","OP_8a","201907_OP_8a",2.19,"12/8/19",Jul 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 9","9","OP_9a","201907_OP_9a",3.58,"12/8/19",Jul 2019,3,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-07-25,"OP 10 10","10","OP_10a","201907_OP_10a",3.69,"12/8/19",Jul 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB NA EB","EB","SB_EBa","201908_SB_EBa",0,"14/10/19",Aug 2019,NA,NA,NA,NA,NA,"","",""
"Sasa Bay",2019-08-22,"SB 10 EC","EC","SB_ECa","201908_SB_ECa",0.06,"14/10/19",Aug 2019,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 1","1","SB_1a","201908_SB_1a",4.51,"14/10/19",Aug 2019,4,13.4490667,144.6666667,27.7,86.7,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 2","2","SB_2a","201908_SB_2a",2.65,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 3","3","SB_3a","201908_SB_3a",4.15,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 4","4","SB_4a","201908_SB_4a",2.47,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 5","5","SB_5a","201908_SB_5a",3.39,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 6","6","SB_6a","201908_SB_6a",2.56,"14/10/19",Aug 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 7","7","SB_7a","201908_SB_7a",3.4,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 8","8","SB_8a","201908_SB_8a",2.89,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 9","9","SB_9a","201908_SB_9a",5.18,"14/10/19",Aug 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-08-22,"SB 10 10","10","SB_10a","201908_SB_10a",4.5,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS NA EB","EB","MS_EBa","201908_MS_EBa",0.05,"14/10/19",Aug 2019,NA,NA,NA,NA,NA,"","",""
"Middle Shoals",2019-08-22,"MS 10 EC","EC","MS_ECa","201908_MS_ECa",0.05,"14/10/19",Aug 2019,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 1","1","MS_1a","201908_MS_1a",5.01,"14/10/19",Aug 2019,5,13.4489833,144.6571666,70,86.3,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 2","2","MS_2a","201908_MS_2a",5.74,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 3","3","MS_3a","201908_MS_3a",6.41,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 4","4","MS_4a","201908_MS_4a",6.86,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 5","5","MS_5a","201908_MS_5a",5.76,"14/10/19",Aug 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 6","6","MS_6a","201908_MS_6a",3.36,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 7","7","MS_7a","201908_MS_7a",4.66,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 8","8","MS_8a","201908_MS_8a",4.63,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 9","9","MS_9a","201908_MS_9a",6.04,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-08-22,"MS 10 10","10","MS_10a","201908_MS_10a",7.23,"14/10/19",Aug 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH NA EB","EB","IH_EBa","201908_IH_EBa",0,"14/10/19",Aug 2019,NA,NA,NA,NA,NA,"","",""
"Inner Harbor",2019-08-26,"IH 10 EC","EC","IH_ECa","201908_IH_ECa",0,"14/10/19",Aug 2019,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 1","1","IH_1a","201908_IH_1a",4.13,"14/10/19",Aug 2019,3,13.4307,144.6716166,35,84.1,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 2","2","IH_2a","201908_IH_2a",4.81,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 3","3","IH_3a","201908_IH_3a",6.71,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 4","4","IH_4a","201908_IH_4a",7.11,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 5","5","IH_5a","201908_IH_5a",3.86,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 6","6","IH_6a","201908_IH_6a",5.73,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 7","7","IH_7a","201908_IH_7a",6.63,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 8","8","IH_8a","201908_IH_8a",6.02,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 9","9","IH_9a","201908_IH_9a",5.16,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-08-26,"IH 10 10","10","IH_10a","201908_IH_10a",8.36,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH NA EB","EB","BH_EBa","201908_BH_EBa",0.06,"14/10/19",Aug 2019,NA,NA,NA,NA,NA,"","",""
"Blue Hole",2019-08-29,"BH 10 EC","EC","BH_ECa","201908_BH_ECa",0,"14/10/19",Aug 2019,0,NA,NA,NA,NA,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 1","1","BH_1a","201908_BH_1a",0.91,"14/10/19",Aug 2019,3,13.435933,144.6263666,314,85,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 2","2","BH_2a","201908_BH_2a",1.42,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 3","3","BH_3a","201908_BH_3a",1.87,"14/10/19",Aug 2019,5,NA,NA,NA,NA,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 4","4","BH_4a","201908_BH_4a",1.03,"14/10/19",Aug 2019,3,13.4365333,144.6236666,100,84,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 5","5","BH_5a","201908_BH_5a",0.63,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 6","6","BH_6a","201908_BH_6a",0.69,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 7","7","BH_7a","201908_BH_7a",1.57,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 8","8","BH_8a","201908_BH_8a",1.04,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 9","9","BH_9a","201908_BH_9a",0.99,"14/10/19",Aug 2019,4,13.4377333,144.6215833,NA,NA,"Fast","High","MM, MD, JP"
"Blue Hole",2019-08-29,"BH 10 10","10","BH_10a","201908_BH_10a",1.23,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Fast","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP NA EB","EB","OP_EBa","201908_OP_EBa",0.04,"14/10/19",Aug 2019,NA,NA,NA,NA,NA,"","",""
"Orote Point",2019-08-22,"OP 10 EC","EC","OP_ECa","201908_OP_ECa",0,"14/10/19",Aug 2019,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 1","1","OP_1a","201908_OP_1a",6.12,"14/10/19",Aug 2019,6,13.4490667,144.6261333,121,86,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 2","2","OP_2a","201908_OP_2a",8.12,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 3","3","OP_3a","201908_OP_3a",6.77,"14/10/19",Aug 2019,6,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 4","4","OP_4a","201908_OP_4a",5.26,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 5","5","OP_5a","201908_OP_5a",8.63,"14/10/19",Aug 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 6","6","OP_6a","201908_OP_6a",7.23,"14/10/19",Aug 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 7","7","OP_7a","201908_OP_7a",9.59,"14/10/19",Aug 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 8","8","OP_8a","201908_OP_8a",6.86,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 9","9","OP_9a","201908_OP_9a",9.14,"14/10/19",Aug 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-08-22,"OP 10 10","10","OP_10a","201908_OP_10a",8.93,"14/10/19",Aug 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB NA EB","EB","SB_EBa","201909_SB_EBa",0,"15/11/19",Sep 2019,NA,NA,NA,NA,NA,"","",""
"Sasa Bay",2019-09-26,"SB 10 EC","EC","SB_ECa","201909_SB_ECa",0,"15/11/19",Sep 2019,0,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 1","1","SB_1a","201909_SB_1a",6.01,"15/11/19",Sep 2019,3,13.4472333,144.6713333,44.5,86,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 2","2","SB_2a","201909_SB_2a",5.62,"15/11/19",Sep 2019,3,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 3","3","SB_3a","201909_SB_3a",2.78,"15/11/19",Sep 2019,8,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 4","4","SB_4a","201909_SB_4a",6.29,"15/11/19",Sep 2019,6,13.44725,144.6715,44.7,85,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 5","5","SB_5a","201909_SB_5a",3.74,"15/11/19",Sep 2019,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 6","6","SB_6a","201909_SB_6a",3.68,"15/11/19",Sep 2019,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 7","7","SB_7a","201909_SB_7a",13.95,"15/11/19",Sep 2019,6,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 8","8","SB_8a","201909_SB_8a",4.23,"15/11/19",Sep 2019,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 9","9","SB_9a","201909_SB_9a",5.45,"15/11/19",Sep 2019,5,13.4477333,144.6716166,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2019-09-26,"SB 10 10","10","SB_10a","201909_SB_10a",4.78,"15/11/19",Sep 2019,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS NA EB","EB","MS_EBa","201909_MS_EBa",0,"15/11/19",Sep 2019,NA,NA,NA,NA,NA,"","",""
"Middle Shoals",2019-09-26,"MS 10 EC","EC","MS_ECa","201909_MS_ECa",0,"15/11/19",Sep 2019,0,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS 10 1","1","MS_1a","201909_MS_1a",3.53,"15/11/19",Sep 2019,4,13.4495833,144.6568833,89,85,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS 10 2","2","MS_2a","201909_MS_2a",3.19,"15/11/19",Sep 2019,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS 10 3","3","MS_3a","201909_MS_3a",3.45,"15/11/19",Sep 2019,8,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS 10 4","4","MS_4a","201909_MS_4a",3.64,"15/11/19",Sep 2019,3,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS 10 5","5","MS_5a","201909_MS_5a",4.89,"15/11/19",Sep 2019,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS 10 6","6","MS_6a","201909_MS_6a",4.21,"15/11/19",Sep 2019,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS 10 7","7","MS_7a","201909_MS_7a",3.33,"15/11/19",Sep 2019,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS 10 8","8","MS_8a","201909_MS_8a",5.22,"15/11/19",Sep 2019,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2019-09-26,"MS 10 9","9","MS_9a","201909_MS_9a",2.1,"15/11/19",Sep 2019,4,13.4494167,144.6570166,NA,NA,"Slow","Low","MM, MD, JP"
